Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"WDR83OS","WD Repeat Domain 83 Opposite Strand","Protein Coding","Q9Y284","38","GC19M012668","2.03740906715393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR83OS"
"MIR621","MicroRNA 621","RNA Gene","","17","GC13P040810","2.03731060028076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR621"
"KLHL18","Kelch Like Family Member 18","Protein Coding","O94889","41","GC03P047282","2.03722167015076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL18"
"LINC01833","Long Intergenic Non-Protein Coding RNA 1833","RNA Gene","","14","GC02M044921","2.03721380233765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01833"
"PSD","Pleckstrin And Sec7 Domain Containing","Protein Coding","A5PKW4","45","GC10M102403","2.03670072555542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD"
"FBXO28","F-Box Protein 28","Protein Coding","Q9NVF7","43","GC01P224115","2.0363187789917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO28"
"NUDCD3","NudC Domain Containing 3","Protein Coding","Q8IVD9","41","GC07M044379","2.03604316711426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDCD3"
"RPL7L1","Ribosomal Protein L7 Like 1","Protein Coding","Q6DKI1","39","GC06P104297","2.03582358360291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7L1"
"IFT46","Intraflagellar Transport 46","Protein Coding","Q9NQC8","40","GC11M118544","2.03569889068604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT46"
"PTCD1","Pentatricopeptide Repeat Domain 1","Protein Coding","O75127","42","GC07M099659","2.03562235832214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCD1"
"HSPA12A","Heat Shock Protein Family A (Hsp70) Member 12A","Protein Coding","O43301","45","GC10M116671","2.03513741493225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA12A"
"ADD3","Adducin 3","Protein Coding","Q9UEY8","49","GC10P109996","2.03499817848206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD3"
"F8","Coagulation Factor VIII","Protein Coding","P00451","54","GC0XM154835","2.0348813533783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F8"
"LINC00299","Long Intergenic Non-Protein Coding RNA 299","RNA Gene","Q6ZSB3","24","GC02M007988","2.03438496589661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00299"
"JPH4","Junctophilin 4","Protein Coding","Q96JJ6","41","GC14M023568","2.03326869010925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH4"
"SLC44A3-AS1","SLC44A3 Antisense RNA 1","RNA Gene","","16","GC01M094613","2.03291869163513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A3-AS1"
"IP6K2","Inositol Hexakisphosphate Kinase 2","Protein Coding","Q9UHH9","45","GC03M048688","2.03286647796631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K2"
"GDPGP1","GDP-D-Glucose Phosphorylase 1","Protein Coding","Q6ZNW5","36","GC15P090233","2.03262519836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDPGP1"
"TEDDM1","Transmembrane Epididymal Protein 1","Protein Coding","Q5T9Z0","32","GC01M182398","2.03262519836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEDDM1"
"H2BC12L","H2B Clustered Histone 12 Like","Protein Coding","P57053","33","GC21P043569","2.03202819824219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC12L"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","Q96T21","49","GC09P089318","2.03191590309143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"WLS","Wnt Ligand Secretion Mediator","Protein Coding","Q5T9L3","46","GC01M068098","2.03174495697021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WLS"
"FOXS1","Forkhead Box S1","Protein Coding","O43638","41","GC20M031844","2.03121757507324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXS1"
"CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","P23786","56","GC01P053196","2.03101015090942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"
"SYTL3","Synaptotagmin Like 3","Protein Coding","Q4VX76","43","GC06P158644","2.03087115287781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYTL3"
"SOCS6","Suppressor Of Cytokine Signaling 6","Protein Coding","O14544","47","GC18P070288","2.03085017204285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS6"
"LINC00970","Long Intergenic Non-Protein Coding RNA 970","RNA Gene","","17","GC01M168874","2.03024482727051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00970"
"ZMPSTE24","Zinc Metallopeptidase STE24","Protein Coding","O75844","48","GC01P040258","2.02891778945923","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMPSTE24"
"PCBP3","Poly(RC) Binding Protein 3","Protein Coding","P57721","44","GC21P045643","2.0283305644989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP3"
"DEFB121","Defensin Beta 121","Protein Coding","Q5J5C9","36","GC20M031404","2.02813720703125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB121"
"APPAT","Atherosclerotic Plaque Pathogenesis Associated Transcript","RNA Gene","","15","GC02M099710","2.02804946899414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APPAT"
"ENSG00000277701","Novel Transcript","Uncategorized","","6","GC02P097281","2.02804946899414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277701"
"LOC100506076","Uncharacterized LOC100506076","RNA Gene","","6","GC02P097312","2.02804946899414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100506076"
"ENSG00000259275","Novel Transcript","RNA Gene","","12","GC15P133319","2.02777171134949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000259275"
"ENSG00000227218","Novel Transcript","RNA Gene","","11","GC09P127934","2.02777171134949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000227218"
"lnc-ABR-6-001","","RNA Gene","","5","GC17M000823","2.02777171134949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ABR-6-001"
"KCNAB2","Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 2","Protein Coding","Q13303","49","GC01P006033","2.02725696563721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNAB2"
"POU3F1","POU Class 3 Homeobox 1","Protein Coding","Q03052","42","GC01M038267","2.02712655067444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU3F1"
"MDGA2","MAM Domain Containing Glycosylphosphatidylinositol Anchor 2","Protein Coding","Q7Z553","44","GC14M046839","2.02709484100342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDGA2"
"ATP6V0E1","ATPase H+ Transporting V0 Subunit E1","Protein Coding","O15342","46","GC05P172983","2.02677917480469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0E1"
"ADAM1A","ADAM Metallopeptidase Domain 1A (Pseudogene)","Pseudogene","","18","GC12P111899","2.02648615837097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM1A"
"RF00017-1278","","RNA Gene","","6","GC12M111414","2.02648615837097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00017-1278"
"L13712-013","","RNA Gene","","5","GC19M017737","2.02648615837097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L13712-013"
"RF00017-2907","","RNA Gene","","5","GC19M017806","2.02648615837097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00017-2907"
"LINC02580","Long Intergenic Non-Protein Coding RNA 2580","RNA Gene","","17","GC02M043047","2.02626347541809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02580"
"A4GALT","Alpha 1,4-Galactosyltransferase (P Blood Group)","Protein Coding","Q9NPC4","49","GC22M042692","2.02621078491211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A4GALT"
"MYO9A","Myosin IXA","Protein Coding","B2RTY4","46","GC15M071822","2.02518177032471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO9A"
"TAFAZZIN","Tafazzin, Phospholipid-Lysophospholipid Transacylase","Protein Coding","Q16635","48","GC0XP154413","2.02512884140015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFAZZIN"
"DNMBP","Dynamin Binding Protein","Protein Coding","Q6XZF7","48","GC10M099875","2.02507925033569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMBP"
"ATAT1","Alpha Tubulin Acetyltransferase 1","Protein Coding","Q5SQI0","43","GC06P030626","2.02459907531738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAT1"
"DUSP8","Dual Specificity Phosphatase 8","Protein Coding","Q13202","43","GC11M008022","2.02371406555176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP8"
"HOXC8","Homeobox C8","Protein Coding","P31273","42","GC12P055687","2.02334213256836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC8"
"MIR570","MicroRNA 570","RNA Gene","","19","GC03P196789","2.02306723594666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR570"
"RBM27","RNA Binding Motif Protein 27","Protein Coding","Q9P2N5","42","GC05P148094","2.02258157730103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM27"
"CRELD1","Cysteine Rich With EGF Like Domains 1","Protein Coding","Q96HD1","48","GC03P014592","2.02242207527161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRELD1"
"HLA-DRB6","Major Histocompatibility Complex, Class II, DR Beta 6 (Pseudogene)","Pseudogene","","18","GC06M080967","2.02185750007629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB6"
"MICE","MHC Class I Polypeptide-Related Sequence E (Pseudogene)","Pseudogene","","12","GC06M080803","2.02179956436157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICE"
"SUGT1","SGT1 Homolog, MIS12 Kinetochore Complex Assembly Cochaperone","Protein Coding","Q9Y2Z0","45","GC13P052652","2.021568775177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGT1"
"COL11A2","Collagen Type XI Alpha 2 Chain","Protein Coding","P13942","50","GC06M033162","2.02117586135864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A2"
"NDUFS7","NADH:Ubiquinone Oxidoreductase Core Subunit S7","Protein Coding","O75251","52","GC19P005631","2.02054929733276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7"
"ARHGEF17","Rho Guanine Nucleotide Exchange Factor 17","Protein Coding","Q96PE2","46","GC11P073772","2.02035522460938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF17"
"HAUS1","HAUS Augmin Like Complex Subunit 1","Protein Coding","Q96CS2","42","GC18P046104","2.02032136917114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS1"
"UBA5","Ubiquitin Like Modifier Activating Enzyme 5","Protein Coding","Q9GZZ9","48","GC03P132654","2.01995944976807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA5"
"GPR39","G Protein-Coupled Receptor 39","Protein Coding","O43194","48","GC02P139241","2.01979351043701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR39"
"MORF4L1","Mortality Factor 4 Like 1","Protein Coding","Q9UBU8","48","GC15P078810","2.01932334899902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORF4L1"
"PRPF38A","Pre-MRNA Processing Factor 38A","Protein Coding","Q8NAV1","42","GC01P052404","2.01838159561157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF38A"
"DDI2","DNA Damage Inducible 1 Homolog 2","Protein Coding","Q5TDH0","41","GC01P015617","2.0182580947876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDI2"
"MIR23AHG","MiR-23a/27a/24-2 Cluster Host Gene","RNA Gene","","18","GC19M015642","2.018226146698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23AHG"
"TXNL4B","Thioredoxin Like 4B","Protein Coding","Q9NX01","42","GC16M072044","2.01809883117676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL4B"
"GMPS","Guanine Monophosphate Synthase","Protein Coding","P49915","52","GC03P155870","2.01783871650696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPS"
"TSEN54","TRNA Splicing Endonuclease Subunit 54","Protein Coding","Q7Z6J9","45","GC17P075515","2.0178337097168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN54"
"VPS53","VPS53 Subunit Of GARP Complex","Protein Coding","Q5VIR6","49","GC17M000508","2.01773500442505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS53"
"HINT1","Histidine Triad Nucleotide Binding Protein 1","Protein Coding","P49773","52","GC05M131159","2.01754856109619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HINT1"
"ACER3","Alkaline Ceramidase 3","Protein Coding","Q9NUN7","44","GC11P076860","2.01728010177612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACER3"
"USE1","Unconventional SNARE In The ER 1","Protein Coding","Q9NZ43","42","GC19P082820","2.01728010177612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USE1"
"ZBTB8OS","Zinc Finger And BTB Domain Containing 8 Opposite Strand","Protein Coding","Q8IWT0","40","GC01M032600","2.01728010177612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB8OS"
"SNX1","Sorting Nexin 1","Protein Coding","Q13596","47","GC15P064094","2.01726818084717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX1"
"PSME1","Proteasome Activator Subunit 1","Protein Coding","Q06323","48","GC14P024136","2.01718854904175","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME1"
"EMC8","ER Membrane Protein Complex Subunit 8","Protein Coding","O43402","42","GC16M085771","2.01553869247437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC8"
"ZC3H4","Zinc Finger CCCH-Type Containing 4","Protein Coding","Q9UPT8","42","GC19M047064","2.01517796516418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H4"
"ZNF407-AS1","ZNF407 Antisense RNA 1","RNA Gene","","19","GC18M074583","2.01464414596558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF407-AS1"
"KRT6C","Keratin 6C","Protein Coding","P48668","45","GC12M052468","2.01461982727051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT6C"
"YME1L1","YME1 Like 1 ATPase","Protein Coding","Q96TA2","49","GC10M027110","2.01432347297668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YME1L1"
"MIF4GD","MIF4G Domain Containing","Protein Coding","A9UHW6","39","GC17M075266","2.01432275772095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF4GD"
"GIGYF1","GRB10 Interacting GYF Protein 1","Protein Coding","O75420","42","GC07M100679","2.01428437232971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF1"
"MIR2110","MicroRNA 2110","RNA Gene","","16","GC10M114174","2.01374435424805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2110"
"TC2N","Tandem C2 Domains, Nuclear","Protein Coding","Q8N9U0","41","GC14M115244","2.01359724998474","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TC2N"
"MMP28","Matrix Metallopeptidase 28","Protein Coding","Q9H239","44","GC17M035756","2.01317310333252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP28"
"RAMP3","Receptor Activity Modifying Protein 3","Protein Coding","O60896","48","GC07P045163","2.01302361488342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP3"
"SPIDR","Scaffold Protein Involved In DNA Repair","Protein Coding","Q14159","40","GC08P047260","2.01281762123108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIDR"
"LINC01535","Long Intergenic Non-Protein Coding RNA 1535","RNA Gene","","16","GC19P037251","2.01258015632629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01535"
"AQP9","Aquaporin 9","Protein Coding","O43315","49","GC15P058138","2.01218748092651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP9"
"PAOX","Polyamine Oxidase","Protein Coding","Q6QHF9","45","GC10P133379","2.01209282875061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAOX"
"C12orf57","Chromosome 12 Open Reading Frame 57","Protein Coding","Q99622","42","GC12P028323","2.01207375526428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf57"
"TONSL-AS1","TONSL Antisense RNA 1","RNA Gene","","16","GC08P145599","2.01186752319336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TONSL-AS1"
"MN298114-072","","RNA Gene","","6","GC17P012924","2.01159310340881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-072"
"GPR37L1","G Protein-Coupled Receptor 37 Like 1","Protein Coding","O60883","48","GC01P202122","2.01145529747009","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR37L1"
"CENPM","Centromere Protein M","Protein Coding","Q9NSP4","42","GC22M068208","2.00985407829285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPM"
"WDR90","WD Repeat Domain 90","Protein Coding","Q96KV7","40","GC16P021370","2.00973749160767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR90"
"TENT5A","Terminal Nucleotidyltransferase 5A","Protein Coding","Q96IP4","44","GC06M082646","2.00959181785583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT5A"
"H1-1","H1.1 Linker Histone, Cluster Member","Protein Coding","Q02539","43","GC06M080529","2.00945997238159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-1"
"AMPD3","Adenosine Monophosphate Deaminase 3","Protein Coding","Q01432","50","GC11P010309","2.0093047618866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMPD3"
"SLC35E2B","Solute Carrier Family 35 Member E2B","Protein Coding","P0CK96","36","GC01M001659","2.00905752182007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35E2B"
"MACROH2A2","MacroH2A.2 Histone","Protein Coding","Q9P0M6","40","GC10P070053","2.00899481773376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACROH2A2"
"LINC01484","Long Intergenic Non-Protein Coding RNA 1484","RNA Gene","","16","GC05M173647","2.00883769989014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01484"
"TNNC1","Troponin C1, Slow Skeletal And Cardiac Type","Protein Coding","P63316","51","GC03M052453","2.00849294662476","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNC1"
"PRR15L","Proline Rich 15 Like","Protein Coding","Q9BU68","38","GC17M047951","2.00796699523926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR15L"
"ZNF70","Zinc Finger Protein 70","Protein Coding","Q9UC06","38","GC22M067875","2.00760889053345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF70"
"LINC02883","Long Intergenic Non-Protein Coding RNA 2883","RNA Gene","","14","GC15M134554","2.00755310058594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02883"
"SELENOH","Selenoprotein H","Protein Coding","Q8IZQ5","35","GC11P058308","2.00727701187134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOH"
"PRSS23","Serine Protease 23","Protein Coding","O95084","46","GC11P086791","2.00665712356567","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS23"
"FIBP","FGF1 Intracellular Binding Protein","Protein Coding","O43427","49","GC11M109268","2.00537848472595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIBP"
"SLFN5","Schlafen Family Member 5","Protein Coding","Q08AF3","39","GC17P035243","2.00510907173157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLFN5"
"B4GAT1","Beta-1,4-Glucuronyltransferase 1","Protein Coding","O43505","42","GC11M066345","2.00362753868103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GAT1"
"SEC23IP","SEC23 Interacting Protein","Protein Coding","Q9Y6Y8","46","GC10P119892","2.00359630584717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC23IP"
"HS3ST2","Heparan Sulfate-Glucosamine 3-Sulfotransferase 2","Protein Coding","Q9Y278","46","GC16P022814","2.0031418800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST2"
"RPPH1","Ribonuclease P RNA Component H1","RNA Gene","","21","GC14M025146","2.00308656692505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPPH1"
"H2AC1","H2A Clustered Histone 1","Protein Coding","Q96QV6","40","GC06M025724","2.00287389755249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC1"
"MT1F","Metallothionein 1F","Protein Coding","P04733","44","GC16P056657","2.00231552124023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1F"
"SAT2","Spermidine/Spermine N1-Acetyltransferase Family Member 2","Protein Coding","Q96F10","43","GC17M007626","2.00227665901184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAT2"
"WDR55","WD Repeat Domain 55","Protein Coding","Q9H6Y2","38","GC05P148622","2.00222373008728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR55"
"NELFE","Negative Elongation Factor Complex Member E","Protein Coding","P18615","44","GC06M031952","2.00214195251465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELFE"
"LHFPL3-AS2","LHFPL3 Antisense RNA 2","RNA Gene","","16","GC07M104970","2.00209522247314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHFPL3-AS2"
"PLRG1","Pleiotropic Regulator 1","Protein Coding","O43660","45","GC04M154534","2.00196695327759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLRG1"
"AFMID","Arylformamidase","Protein Coding","Q63HM1","42","GC17P080914","2.00152373313904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFMID"
"FSD1","Fibronectin Type III And SPRY Domain Containing 1","Protein Coding","Q9BTV5","41","GC19P004304","2.00152373313904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSD1"
"GABRP","Gamma-Aminobutyric Acid Type A Receptor Subunit Pi","Protein Coding","O00591","46","GC05P170763","2.00142431259155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRP"
"WAPL","WAPL Cohesin Release Factor","Protein Coding","Q7Z5K2","46","GC10M086436","2.00134778022766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WAPL"
"PIGN","Phosphatidylinositol Glycan Anchor Biosynthesis Class N","Protein Coding","O95427","48","GC18M061905","2.00113391876221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGN"
"DYRK3","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 3","Protein Coding","O43781","46","GC01P206636","2.00006341934204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK3"
"APOC4","Apolipoprotein C4","Protein Coding","P55056","42","GC19P083474","2.00004148483276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC4"
"FERMT3","FERM Domain Containing Kindlin 3","Protein Coding","Q86UX7","52","GC11P064576","1.99986362457275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT3"
"DCAF6","DDB1 And CUL4 Associated Factor 6","Protein Coding","Q58WW2","44","GC01P167863","1.99965381622314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF6"
"PEX5","Peroxisomal Biogenesis Factor 5","Protein Coding","P50542","50","GC12P028333","1.99922525882721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX5"
"LINC00689","Long Intergenic Non-Protein Coding RNA 689","RNA Gene","","20","GC07P159006","1.99879860877991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00689"
"ZNF32","Zinc Finger Protein 32","Protein Coding","P17041","40","GC10M043643","1.99866318702698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF32"
"CFAP58","Cilia And Flagella Associated Protein 58","Protein Coding","Q5T655","40","GC10P104338","1.99749743938446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP58"
"SEC11C","SEC11 Homolog C, Signal Peptidase Complex Subunit","Protein Coding","Q9BY50","41","GC18P059139","1.99671518802643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC11C"
"CRAMP1","Cramped Chromatin Regulator Homolog 1","Protein Coding","Q96RY5","38","GC16P045914","1.99668669700623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRAMP1"
"NTAN1","N-Terminal Asparagine Amidase","Protein Coding","Q96AB6","44","GC16M015037","1.99665427207947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTAN1"
"LSM3","LSM3 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","P62310","46","GC03P014732","1.99652791023254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM3"
"MRPL24","Mitochondrial Ribosomal Protein L24","Protein Coding","Q96A35","44","GC01M156737","1.99647295475006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL24"
"ARSF","Arylsulfatase F","Protein Coding","P54793","45","GC0XP003040","1.99584054946899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSF"
"UCP1","Uncoupling Protein 1","Protein Coding","P25874","49","GC04M140559","1.99532270431519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP1"
"MKS1","MKS Transition Zone Complex Subunit 1","Protein Coding","Q9NXB0","47","GC17M058205","1.99514198303223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKS1"
"CAPS","Calcyphosine","Protein Coding","Q13938","44","GC19P006869","1.99514198303223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPS"
"ZNF787","Zinc Finger Protein 787","Protein Coding","Q6DD87","37","GC19M080205","1.99509882926941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF787"
"FBXW5","F-Box And WD Repeat Domain Containing 5","Protein Coding","Q969U6","45","GC09M138203","1.99468576908112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW5"
"PHF12","PHD Finger Protein 12","Protein Coding","Q96QT6","45","GC17M028905","1.99452877044678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF12"
"SAYSD1","SAYSVFN Motif Domain Containing 1","Protein Coding","Q9NPB0","37","GC06M081078","1.99423921108246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAYSD1"
"TAPBPL","TAP Binding Protein Like","Protein Coding","Q9BX59","40","GC12P006451","1.99366343021393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAPBPL"
"TTLL10","Tubulin Tyrosine Ligase Like 10","Protein Coding","Q6ZVT0","37","GC01P001173","1.99347054958344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL10"
"NOL3","Nucleolar Protein 3","Protein Coding","O60936","48","GC16P067302","1.9930933713913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL3"
"MCFD2","Multiple Coagulation Factor Deficiency 2, ER Cargo Receptor Complex Subunit","Protein Coding","Q8NI22","50","GC02M046901","1.99299502372742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCFD2"
"CHMP1B","Charged Multivesicular Body Protein 1B","Protein Coding","Q7LBR1","44","GC18P011851","1.99234986305237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP1B"
"CCDC69","Coiled-Coil Domain Containing 69","Protein Coding","A6NI79","40","GC05M151181","1.99234986305237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC69"
