Chinese name	Latin name	Latin name.link	Category Chinese name	Category Latin name
荆芥穗 (Jingjiesui)	Schizonepetae Spica	https://tcmsp-e.com/tcmspsearch.php?qr=Schizonepetae%20Spica&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛温解表药	Pungent-Warm Exterior-Releasing Medicinal
景天三七 (Jintiansanqi)	Sedum Aizoon L.	https://tcmsp-e.com/tcmspsearch.php?qr=Sedum%20Aizoon%20L.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化瘀止血药	Stasis-Resolving Hemostatic Medicinal
韭菜子 (Jiucaizi)	Allii Tuberosi Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Allii%20Tuberosi%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阳药	Yang Reinforcing Drugs
桔梗 (Jiegeng)	Platycodon Grandiforus	https://tcmsp-e.com/tcmspsearch.php?qr=Platycodon%20Grandiforus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
菊花 (Juhua)	Chrysanthemi Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Chrysanthemi%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
菊苣 (Juju)	Cichorii Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Cichorii%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	拔毒化腐生肌药	External Medicinal (Draw Out Toxin, Resolve Putridity)
橘核 (Juhe)	Citri Reticulatae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Citri%20Reticulatae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
橘红 (Juhong)	Citri Exocarpium Rubrum	https://tcmsp-e.com/tcmspsearch.php?qr=Citri%20Exocarpium%20Rubrum&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
橘络 (Juluo)	Citri Fructus Retinervus	https://tcmsp-e.com/tcmspsearch.php?qr=Citri%20Fructus%20Retinervus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
橘叶 (Juye)	Citri Reticulatae Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Citri%20Reticulatae%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
卷柏 (Juanbai)	Herba Selaginellae Moellendorfii	https://tcmsp-e.com/tcmspsearch.php?qr=Herba%20Selaginellae%20Moellendorfii&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化瘀止血药	Stasis-Resolving Hemostatic Medicinal
决明子 (Juemingzi)	Cassiae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Cassiae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热泻火药	Fire Purging Drugs
苦参 (Kushen)	Sophorae Flavescentis Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Sophorae%20Flavescentis%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热燥湿药	Heat-Clearing And Dampnessdrying Medicinal
苦地丁 (Kudiding)	Corydalis Bungeanae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Corydalis%20Bungeanae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
苦丁茶 (Kudingcha)	Ilicis Cornutae Folium Immayuri	https://tcmsp-e.com/tcmspsearch.php?qr=Ilicis%20Cornutae%20Folium%20Immayuri&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热泻火药	Fire Purging Drugs
苦楝皮 (Kulianpi)	Meliae Cortex	https://tcmsp-e.com/tcmspsearch.php?qr=Meliae%20Cortex&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	驱虫药	Antiparasitic Drugs
苦楝子 (Kulianzi)	Meliae Azedarach Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Meliae%20Azedarach%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	驱虫药	Antiparasitic Drugs
苦杏仁 (Kuxingren)	Amygdalus Communis Vas	https://tcmsp-e.com/tcmspsearch.php?qr=Amygdalus%20Communis%20Vas&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
款冬花 (Kuandonghua)	Farfarae Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Farfarae%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
昆布 (Kunbu)	Thalluslaminariae	https://tcmsp-e.com/tcmspsearch.php?qr=Thalluslaminariae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
辣椒 (Lajiao)	Capsici Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Capsici%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	拔毒化腐生肌药	External Medicinal (Draw Out Toxin, Resolve Putridity)
莱菔子 (Laifuzi)	Raphani Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Raphani%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	消食药	Digestants
老鹳草 (Laoguancao)	Geranium Wilfordii Maxim.	https://tcmsp-e.com/tcmspsearch.php?qr=Geranium%20Wilfordii%20Maxim.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
了哥王根 (Liaogewanggen)	Wikstroemiae Indicae Rasix	https://tcmsp-e.com/tcmspsearch.php?qr=Wikstroemiae%20Indicae%20Rasix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
雷公藤 (Leigongteng)	Tripterygii Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Tripterygii%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
雷丸 (Leiwan)	Omphalia	https://tcmsp-e.com/tcmspsearch.php?qr=Omphalia&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	驱虫药	Antiparasitic Drugs
荔枝核 (Lizhihe)	Litchi Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Litchi%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
连钱草 (Lianqiancao)	Glechomae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Glechomae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
连翘 (Lianqiao)	Forsythiae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Forsythiae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
莲房 (Lianfang)	Receptaculum Nelumbinis	https://tcmsp-e.com/tcmspsearch.php?qr=Receptaculum%20Nelumbinis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收敛止血药	Astringent Hemostatic Medicinal
莲须 (Lianxu)	Nelumbinis Stamen	https://tcmsp-e.com/tcmspsearch.php?qr=Nelumbinis%20Stamen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
莲子心 (Lianzixin)	Nelumbinis Plumula	https://tcmsp-e.com/tcmspsearch.php?qr=Nelumbinis%20Plumula&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
两面针 (Liangmianzhen)	Zanthoxylum Nitidum	https://tcmsp-e.com/tcmspsearch.php?qr=Zanthoxylum%20Nitidum&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
两头尖 (Liangtoujian)	Rhizoma Anemones Raddeanae	https://tcmsp-e.com/tcmspsearch.php?qr=Rhizoma%20Anemones%20Raddeanae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
蓼大青叶 (Liaodaqingye)	Polygoni Tinctorii Foliu	https://tcmsp-e.com/tcmspsearch.php?qr=Polygoni%20Tinctorii%20Foliu&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
灵芝 (Lingzhi)	Ganoderma	https://tcmsp-e.com/tcmspsearch.php?qr=Ganoderma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补气药	Qi Reinforcing Drugs
凌霄花 (Lingxiaohua)	Campsis Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Campsis%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
零陵香 (Linglingxiang)	Lysimachiae Foenigraeci Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Lysimachiae%20Foenigraeci%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛温解表药	Pungent-Warm Exterior-Releasing Medicinal
龙胆 (Longdan)	Gentianae Radix Et Rhozima	https://tcmsp-e.com/tcmspsearch.php?qr=Gentianae%20Radix%20Et%20Rhozima&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热燥湿药	Heat-Clearing And Dampnessdrying Medicinal
龙葵 (Longkui)	Solanum Nigrum Linn.	https://tcmsp-e.com/tcmspsearch.php?qr=Solanum%20Nigrum%20Linn.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
龙脷叶 (Longliye)	Aauropi Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Aauropi%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	拔毒化腐生肌药	External Medicinal (Draw Out Toxin, Resolve Putridity)
漏芦 (Loulu)	Rhapontici Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Rhapontici%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
芦根 (Lugen)	Phragmitis Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Phragmitis%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热泻火药	Fire Purging Drugs
芦荟 (Luhui)	Aloe	https://tcmsp-e.com/tcmspsearch.php?qr=Aloe&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	攻下药	Offensive Purgative Medicinal
鹿衔草 (Luxiancao)	Herba Pyrolae	https://tcmsp-e.com/tcmspsearch.php?qr=Herba%20Pyrolae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
路路通 (Lulutong)	Fructuslipuidambaris	https://tcmsp-e.com/tcmspsearch.php?qr=Fructuslipuidambaris&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
罗布麻叶 (Luobumaye)	Apocyniveneti Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Apocyniveneti%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	平肝熄风药	Liver-Pacifying Wind-Extinguishing Medicinal
罗汉果 (Luohanguo)	Momordicae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Momordicae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
络石藤 (Luoshiteng)	Trachelospermumjasminoides	https://tcmsp-e.com/tcmspsearch.php?qr=Trachelospermumjasminoides&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿清热药	Wind-Dampnessdispelling And Heatclearing Medicinal
绿豆 (Lvdou)	Vigna Radiata	https://tcmsp-e.com/tcmspsearch.php?qr=Vigna%20Radiata&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
葎草 (Lvcao)	Humulus Scandens (Lour.) Merr.	https://tcmsp-e.com/tcmspsearch.php?qr=Humulus%20Scandens%20(Lour.)%20Merr.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
麻黄 (Mahuang)	Ephedra Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Ephedra%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛温解表药	Pungent-Warm Exterior-Releasing Medicinal
麻黄根 (Mahuanggen)	Ephedrae Radix Et Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Ephedrae%20Radix%20Et%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
马鞭草 (Mabiancao)	Verbenae Herb	https://tcmsp-e.com/tcmspsearch.php?qr=Verbenae%20Herb&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
马勃 (Mabo)	Lasiosphaera Seu Calvatia	https://tcmsp-e.com/tcmspsearch.php?qr=Lasiosphaera%20Seu%20Calvatia&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
马齿苋 (Machixian)	Portulacae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Portulacae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
马兜铃 (Madouling)	Aristolochiae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Aristolochiae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
马钱子 (Maqianzi)	Strychni Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Strychni%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
马尾莲 (Maweilian)	Thalictri Glandulosissimi Et	https://tcmsp-e.com/tcmspsearch.php?qr=Thalictri%20Glandulosissimi%20Et&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热燥湿药	Heat-Clearing And Dampnessdrying Medicinal
麦芽 (Maiya)	Hordei Fructus Germinatus	https://tcmsp-e.com/tcmspsearch.php?qr=Hordei%20Fructus%20Germinatus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	消食药	Digestants
满山红 (Manshanhong)	Rhododendri Daurici Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Rhododendri%20Daurici%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
蔓荆子 (Manjingzi)	Viticis Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Viticis%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
猫眼草 (Maoyancao)	Lunulatae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Lunulatae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
猫爪草 (Maozhaocao)	Ranunculi Ternati Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Ranunculi%20Ternati%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
没药 (Moyao)	Myrrha	https://tcmsp-e.com/tcmspsearch.php?qr=Myrrha&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
玫瑰花 (Meiguihua)	Rose Rugosae Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Rose%20Rugosae%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
梅花 (Meihua)	Mume Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Mume%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
猕猴桃根 (Mihoutaogen)	Actinidia Chinensis Planch	https://tcmsp-e.com/tcmspsearch.php?qr=Actinidia%20Chinensis%20Planch&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
密蒙花 (Mimenghua)	Buddlejae Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Buddlejae%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热泻火药	Fire Purging Drugs
绵萆薢 (Mianbixie)	Dioscoreae Septemlo Bae Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Dioscoreae%20Septemlo%20Bae%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
墨旱莲 (Mohanlian)	Ecliptae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Ecliptae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阴药	Yin-Tonifying Medicinal
牡丹皮 (Mudanpi)	Cortex Moutan	https://tcmsp-e.com/tcmspsearch.php?qr=Cortex%20Moutan&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热凉血药	Heat Clearing Blood Cooling Drugs
牡荆叶 (Mujingye)	Viticis Negundo Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Viticis%20Negundo%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
牡荆子 (Mujingzi)	Viticis Cannabifoliae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Viticis%20Cannabifoliae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
木鳖子 (Mubiezi)	Momordicae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Momordicae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	拔毒化腐生肌药	External Medicinal (Draw Out Toxin, Resolve Putridity)
木瓜 (Mugau)	Chaenomeles Sinensis (Thouin) Koehne	https://tcmsp-e.com/tcmspsearch.php?qr=Chaenomeles%20Sinensis%20(Thouin)%20Koehne&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
木蝴蝶 (Muhudie)	Oroxyli Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Oroxyli%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
木棉花 (Mumianhua)	Gossampiniflos	https://tcmsp-e.com/tcmspsearch.php?qr=Gossampiniflos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	拔毒化腐生肌药	External Medicinal (Draw Out Toxin, Resolve Putridity)
木通 (Mutong)	Caulis Akebiae	https://tcmsp-e.com/tcmspsearch.php?qr=Caulis%20Akebiae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
木香 (Muxiang)	Aucklandiae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Aucklandiae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
木贼 (Muzei)	Equiseti Hiemalis Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Equiseti%20Hiemalis%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
墓头回 (Mutouhui)	Et Radix Patriniae Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Et%20Radix%20Patriniae%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
南瓜子 (Nanguazi)	Cucurbitae Moschatae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Cucurbitae%20Moschatae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	驱虫药	Antiparasitic Drugs
南鹤虱 (Nanheshi)	Fructus Carotae	https://tcmsp-e.com/tcmspsearch.php?qr=Fructus%20Carotae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	驱虫药	Antiparasitic Drugs
南沙参 (Nanshashen)	Adenophprae Ae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Adenophprae%20Ae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阴药	Yin-Tonifying Medicinal
南蛇藤果 (Nanshetengguo)	Celastri Orbiculati Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Celastri%20Orbiculati%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	安神药	Tranguilizing Medicinal
南五味子 (Nawuweizi)	Schisandrae Sphenantherae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Schisandrae%20Sphenantherae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
闹羊花 (Naoyanghua)	Rhododendronmolle	https://tcmsp-e.com/tcmspsearch.php?qr=Rhododendronmolle&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
牛蒡子 (Niubangzi)	Fructus Arctii	https://tcmsp-e.com/tcmspsearch.php?qr=Fructus%20Arctii&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
牛大力 (Niudali)	Millettiae Speciosae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Millettiae%20Speciosae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
牛黄 (Niuhuang)	Bovis Calculus	https://tcmsp-e.com/tcmspsearch.php?qr=Bovis%20Calculus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	开窍药	Resuscitative Stimulant; Resuscitative Medicinal
牛膝 (Niuxi)	Achyranthis Bidentatae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Achyranthis%20Bidentatae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
糯稻根 (Nuodaogen)	Oryzae Glutinosae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Oryzae%20Glutinosae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
女贞子 (Nvzhenzi)	Fructus Ligustri Lucidi	https://tcmsp-e.com/tcmspsearch.php?qr=Fructus%20Ligustri%20Lucidi&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阴药	Yin-Tonifying Medicinal
藕节 (Oujie)	Nodus Nelumbinis Rhizomatis	https://tcmsp-e.com/tcmspsearch.php?qr=Nodus%20Nelumbinis%20Rhizomatis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收敛止血药	Astringent Hemostatic Medicinal
胖大海 (Pangdahai)	Sterculiae Lychnophorae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Sterculiae%20Lychnophorae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
佩兰 (Peilan)	Eupatorium Fortunei Turcz	https://tcmsp-e.com/tcmspsearch.php?qr=Eupatorium%20Fortunei%20Turcz&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化湿药	Dampness Removing Drugs
枇杷叶 (Pipaye)	Eriobotryae Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Eriobotryae%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
平贝母 (Pingbeimu)	Fritillariaeussuriensis Bulbus	https://tcmsp-e.com/tcmspsearch.php?qr=Fritillariaeussuriensis%20Bulbus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
蒲黄 (Puhuang)	Pollen Typhae	https://tcmsp-e.com/tcmspsearch.php?qr=Pollen%20Typhae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化瘀止血药	Stasis-Resolving Hemostatic Medicinal
荠菜 (Jicai)	Capsellae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Capsellae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
千斤拔 (Qianjinba)	Flemingia Prostrata Roxb	https://tcmsp-e.com/tcmspsearch.php?qr=Flemingia%20Prostrata%20Roxb&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿筋骨药	Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal
千金子 (Qianjinzi)	Semen Euphorbiae	https://tcmsp-e.com/tcmspsearch.php?qr=Semen%20Euphorbiae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	通水药	Drastic Purgatives
千年健 (Qiannianjian)	Homalomena Occulta (Lour.) Schott	https://tcmsp-e.com/tcmspsearch.php?qr=Homalomena%20Occulta%20(Lour.)%20Schott&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿筋骨药	Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal
千日红 (Qianrihong)	Gomphrenae Globosae Flos Seu Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Gomphrenae%20Globosae%20Flos%20Seu%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
牵牛子 (Qianniuzi)	Semen Pharbitidis	https://tcmsp-e.com/tcmspsearch.php?qr=Semen%20Pharbitidis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	通水药	Drastic Purgatives
